,pathway_BLTL,pval,padj_BLTL,ES_BLTL,NES_BLTL,nMoreExtreme_BLTL,size_BLTL,leadingEdgeA_BLTL,pathway_LoM,pval_LoM,padj_LoM,ES_LoM,NES_LoM,nMoreExtreme_LoM,size_LoM,leadingEdge_LoM
70,GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.000113727,0.007613499,0.301479567,2.714364752,0,232,"HERC6,ISG15,DDX58,HERC5,USP18,IFIH1,TRIM21,NMI,DTX3L,UBE2L6,UBE2QL1,TRIM22,DNAJA1,RNF138,TRIM6,PSMB9,IFI27,TRIM69,ANAPC10,SOCS1,PCGF5,PSMB8,RNF213,PARP10,PSMA4,ARRDC3,UBE2D1,UBE2E1,PSMA6,ELOC,BARD1,TRIM5,TRIM25,SUMO2,UBE2B,PSME2,VCPIP1,MED21,TRIM38,ANKIB1,UBD,SELENOS,MASTL,PSMD8,RNF181,MAD2L1,PSMA2,FBXO6,FBXO5,NSMCE2,SUZ12,MED31,UCHL3,PSMA3,CDC73,RNF19B,UBA3,ENY2,NUB1,TRIM31,BIRC3,CDC27,CUL5,PSMD12,NEDD8,UBA6,DCUN1D5,H2BC5,PINX1,DCUN1D1,PCNP,UBE2S,KIAA1586,SNX3,H2BC4,UBE2A,RPS2,UBE2D3,PSMB6,TRIM36,FBXO30,COPS2,PSMB7,RNF217,CDC25A,NDFIP2,USP1,OTUD4,KBTBD8,OTUD6B,MED10,PHF23,SUMO1,KLHL15,MARCHF1,RBCK1,H2BC11,RIPK2,RNF5,UBE2W,ATG3,UBE2V2,USP42,CCNA2,PSMC3,USP15,RNF2,NOSIP,SOCS6,CDK1,SUMO3,FEM1C,SOCS3,PSMA5,TOR1A,MAD2L2,ZNRF2,PSMD14,PSMD7,UBE2T,TFPT,SOCS5,HIF1A,PLAA,RBX1,RNF11,RC3H2,CBFB,CLSPN,CDC26,PSME1,UBE2K,ASB15,SPOP,USP38,FBXO45,FBXO22,UCHL5,RNF149,FANCM,CBLL1,TRIM33,UBE2F,TNKS2,COPS4,UBB,TRIM23,RNF114,YOD1,PSMB3",GO_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL,0.001068376,0.089541483,0.445997839,2.331371896,0,63,"ISG15,PSMB9,IFI27,HERC6,PSMB8,UBE2L6,USP18,USP41,FBXO6,PARP10,DDX58,HERC5,IFIH1,SOCS1,PSMB10,BIRC3,DTX3L,TRIM21,UBD,NEURL3,RNF213,TRIM22,ZC3H12A,SOCS3,MYC,RBCK1,NMI"
71,GO_CELL_ACTIVATION,0.000113701,0.007613499,0.299697395,2.710601385,0,239,"PLSCR1,CXCL10,RSAD2,BST2,BATF2,TNFSF13B,NAMPT,TNFAIP6,CCL2,MDK,IFNA5,DYNLT1,IFNB1,IFNA1,HSH2D,IFNA21,DYNLL1,IFNA10,IFNA17,STAP1,IFNA7,IFNA8,IFNL1,CD274,IFNA14,B2M,TREX1,SOCS1,PRELID1,IFNA2,ORM2,TLR3,HSPA8,CXCL8,LGALS9,IL27,TNFSF18,IFNA16,IFNA6,IGF1,FKBP1B,AZI2,MNDA,SCAMP1,IFNA4,IFNW1,CD80,MYL12A,NR4A3,TICAM2,BATF3,UBD,VCAM1,CGAS,LCN2,SOX11,RIF1,C1GALT1C1,ID2,PSMA2,SAMSN1,ORM1,PLAC8,IL6,AHR,CD38,HPRT1,DNAJB9,NME2,SHLD3,S100A9,KLF6,FCGR3B,RNASE2,NBN,CLIC1,CD63,GCA,TWSG1,RETN,PSMD12,LILRA5,IL6ST,HPSE",GO_CELL_ACTIVATION,0.001004016,0.089541483,0.341811986,2.081759592,0,165,"HSH2D,RSAD2,CD177,PLA2G3,IFNL1,LGALS9,CCL19,CXCL1,BATF2,BST2,CXCL8,CCL5,FGA,CD7,IFNB1,TREX1,LCN2,IGHG4,SOCS1,PSMB10,HLA-F,TNFSF14,HLA-H,BATF,PLSCR1,JAK3,IRF1,TNFSF13B,SAA1,SERPINA3,UBD,LRG1,BCL3,TIMP1,S100P,LAG3,ZC3H12A,ORM1,FGG,SLAMF7,SPINK5,IDO1,CXCL10,CCL3,HMOX1,BATF3,PRSS2,CSF1,HLA-G,MT1G,MVP,PDCD1,RELB,CX3CL1,HLA-E,CCL2,NR4A3,GSDMD,APOLD1,B2M,IKZF3,EGR1,HP,SBNO2,IFNE,TLR3,VCAM1,HSPA6,MICB,NAMPT,GNA15,IL27,CHI3L1,C3,FLT3LG,C1QTNF1,CD38,CEACAM1,LGALS9B,RASGRP1,LTF,PKP1"
72,GO_LYMPHOCYTE_DIFFERENTIATION,0.000136147,0.007613499,0.418465078,2.707067782,0,61,"RSAD2,MDK,IFNA5,IFNB1,IFNA1,IFNA21,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,IFNA14,SOCS1,PRELID1,IFNA2,LGALS9,IL27,IFNA16,IFNA6,IFNA4,IFNW1,CD80,VCAM1,ID2,IL6,DNAJB9,KLF6",GO_LYMPHOCYTE_DIFFERENTIATION,0.032258065,0.354583907,0.328842306,1.619107028,28,46,"RSAD2,IFNL1,LGALS9,CCL19,IFNB1,SOCS1,BATF,JAK3,IRF1,BCL3,LAG3,ZC3H12A,SPINK5,HLA-G,RELB,IKZF3,EGR1,IFNE,VCAM1,IL27,FLT3LG,RASGRP1"
73,GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,0.000165782,0.007613499,0.747269891,2.695678546,0,12,"DDX58,PARP9,DTX3L,STAT1,TRIM6,IL27,APOBEC3G,APOBEC3F,CGAS,AIM2,SELENOK",GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,0.002724796,0.110227489,0.629696212,2.044561172,1,12,"AIM2,DDX58,STAT1,DTX3L,PARP9,APOBEC3G,ZC3H12A,APOBEC3F"
74,GO_PROTEIN_POLYUBIQUITINATION,0.000131234,0.007613499,0.379579994,2.694900358,0,84,"HERC6,HERC5,TRIM21,NMI,DTX3L,TRIM6,PSMB9,IFI27,TRIM69,ANAPC10,PSMB8,RNF213,PARP10,PSMA4,UBE2D1,UBE2E1,PSMA6,BARD1,TRIM5,UBE2B,PSME2,TRIM38,ANKIB1,PSMD8,PSMA2,FBXO6,PSMA3,RNF19B,CDC27,PSMD12,UBE2S,UBE2A,UBE2D3,PSMB6,TRIM36,FBXO30,PSMB7,RNF217,MARCHF1,RBCK1,RNF5,UBE2W,UBE2V2,PSMC3,PSMA5,ZNRF2,PSMD14,PSMD7,UBE2T,PLAA,RBX1,RC3H2,CBFB,CDC26,PSME1,UBE2K,FBXO22,TNKS2,UBB,RNF114,PSMB3",GO_PROTEIN_POLYUBIQUITINATION,0.001179245,0.089541483,0.501552028,2.157718702,0,27,"PSMB9,IFI27,HERC6,PSMB8,FBXO6,PARP10,HERC5,PSMB10,DTX3L,TRIM21,RNF213,RBCK1,NMI,TRIM69,TRIM56"
75,GO_RESPONSE_TO_BACTERIUM,0.000122564,0.007613499,0.3342969,2.694596228,0,136,"HERC6,ISG15,CMPK2,IFI44,CXCL10,OAS2,CHMP5,IL1RN,CCL2,DHX58,TENT5A,STAP1,TRIM6,CXCL11,CD274,MYD88,RGS1,CXCL3,TLR3,MT1M,CXCL8,LGALS9,IL27,DEFB1,LY96,TRIM5,VIL1,GCH1,C15orf48,ACOD1,CD80,CXCL2,TICAM2,CNP,PTGS2,SELENOS,VCAM1,SLC10A2,LCN2,PLAC8,IL6,CDC73,S100A9,DCN,CXCL5,LSM5,GJB2,KLK3,PDE4D",GO_RESPONSE_TO_BACTERIUM,0.001015228,0.089541483,0.348182866,2.052285849,0,126,"ISG15,HERC6,LGALS9,C4B,CMPK2,CXCL1,CXCL8,IFI44,NLRC5,CCL5,FGA,MT1M,CXCL2,OAS2,LCN2,C15orf48,CXCL3,IGHG4,TMEM229B,JUNB,RGS1,DHX58,CSF3,LRG1,BCL3,ZC3H12A,PTGES,ALPL,SPINK5,SELE,IDO1,CXCL10,CCL3,CXCL11,FAM20A,CX3CL1,HLA-E,GCH1,CCL2,CNP,FOS,GSDMD,GGT5,IKZF3,IL22RA1,HP,SBNO2,DEFB4A,MYD88,IFNE,TLR3,VCAM1,GBP4,TNIP3,GBP2,IL27,C3,ZFP36,DMBT1,NOCT,IL1RN,LTF,PTGS2,ASS1,BDKRB1,TENT5A"
76,GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,0.000125676,0.007613499,0.347743648,2.690414146,0,116,"DDX58,IFIH1,PLSCR1,RSAD2,PARP9,IRF7,DDX60,IFI16,MDK,IFNB1,DHX58,STAP1,ZBP1,TRIM6,PSMB9,MYD88,TLR3,PSMB8,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,TICAM2,PTGS2,PSMD8,WDFY1,CGAS,PSMA2,IL6,PSMA3,FFAR2,AIM2,S100A9,OSM,RAB11FIP2,BIRC3,PSMD12,LILRA5,IL6ST,UNC93B1,JAK2,FFAR3,GJA1,UBE2D3,MAP2K6,CTSL,PSMB6,CTSC,PSMB7,HMGB2",GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE,0.001029866,0.089541483,0.344256199,1.959350066,0,95,"ZBP1,PSMB9,IRF7,RSAD2,PSMB8,NLRC5,CCL5,FGA,IFNB1,AIM2,DDX58,IFIH1,C2CD4A,PSMB10,HLA-F,BIRC3,PARP9,MUC4,DHX58,PLSCR1,DDX60,IRF1,UNC93B1,LAG3,FGG,IDO1,CCL3,HLA-G,RELB,CX3CL1,HLA-E,SFTPA2,MYD88,TLR3,TNIP3,IKBKE,C3,DMBT1,MUC1,RASGRP1,LTF,PTGS2,PSME2,FFAR3,IL15,NUPR1,MUC21,PSME1,TRADD,FFAR2,IFI16,TNIP1,SERPINE1,IL23A,C2CD4B,TNF,NFKBIA,MUC5AC,TICAM1"
77,GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS,0.000121124,0.007613499,0.327285217,2.683169611,0,147,"OAS2,NT5C3A,PNPT1,ISG20,SLIRP,PSMB9,RBM7,MYD88,TREX1,MAGOHB,FMR1,PSMB8,HSPA8,PSMA4,TRIR,PSMA6,BOLL,MAGOH,HELZ2,APOBEC3G,PSME2,LSM3,APOBEC3F,CNP,PYM1,PSMD8,TENT4B,TDO2,RPL35,TNPO1,PSMA2,SSB,IL6,RPS27,PSMA3,GTPBP2,HPRT1,RPS26,APOBEC3B,ACOT7,LSM5,RNASE2,PDE4D,MTHFS,PSMD12,BLVRA,RPL36,NUDT1,PAIP1,RPL12,RPS2,TOB1,H1-0,RPL37,RPL26,RPL28,PSMB6,LSM6,CIDEA,RPL30,PSMB7,HMGB2,RPS15,NUDT15,YTHDF3,ZC3HAV1,XRN1,HNRNPC,RPS11,NUDT12,RIDA,RNASEH2A,SAMHD1,RNASEH2B,RPS17,RPL27A,RPL38,PSMC3,CASP3,PSMA5,CPEB3,HMOX2,SERBP1,PSMD14,PSMD7,KPNB1,PNRC2,ZPR1,SYNCRIP,METTL14,RPL32,EXOSC4,LSM2,DCP1A,IGF2BP3,PSME1",GO_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS,0.00110742,0.089541483,0.425526418,2.079725671,0,44,"PSMB9,ISG20,HELZ2,PSMB8,OAS2,TREX1,TYMP,PSMB10,APOBEC3G,PATL2,NT5C3A,ZC3H12A,PNPT1,IDO1,APOBEC3F,HMOX1,PLEKHN1,CNP,SAMHD1,APOBEC3A,MYD88,APOBEC3D,ZFP36,NOCT,PKP1,PSME2,MOV10,PSME1,GTPBP1"
78,GO_INTERFERON_ALPHA_PRODUCTION,0.0001638,0.007613499,0.699633852,2.676542741,0,14,"DDX58,IFIH1,NMI,IRF7,STAT1,TREX1,TLR3,AZI2",GO_INTERFERON_ALPHA_PRODUCTION,0.001477105,0.089541483,0.68641028,1.929431594,0,8,"IRF7,TREX1,DDX58,IFIH1,STAT1,NMI,TLR3"
79,GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.000150173,0.007613499,0.537085782,2.673476925,0,28,"DDX58,RSAD2,BST2,IFNB1,TRIM6,B2M,TREX1,IFNA2,TLR3,NR4A3,CGAS,RIF1,IL6,FFAR2,SHLD3",GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.003584229,0.125954889,0.459327876,1.939093611,2,26,"RSAD2,BST2,IFNB1,TREX1,DDX58,HLA-F,JAK3,SPINK5,HMOX1,HLA-G,HLA-E,NR4A3,B2M,TLR3,FFAR3,FFAR2,TNF,CD40,TICAM1,MAD2L2,TRAF2"
80,GO_RESPONSE_TO_INTERLEUKIN_1,0.000134391,0.007613499,0.400703845,2.667519557,0,67,"CCL8,CCL11,IL1RN,CCL2,GBP1,PSMB9,MYD88,GBP3,NKX3-1,HAS2,PSMB8,CXCL8,LGALS9,PSMA4,PSMA6,PSME2,ACOD1,PSMD8,IL1RAP,LCN2,PSMA2,IL6,CD38,PSMA3,CCL25,PSMD12,PSMB6,CCL19,PSMB7,OTUD4,CCL20,CCL13,CCL7,RIPK2,IL1R2,PSMC3,RORA,GBP2,PSMA5,CCL1,CD47,PSMD14,PSMD7,HIF1A,RBX1,XCL2,PSME1,CYBA,UBB,PSMB3,MAP3K7,CCL3L1,CCL3L3,NFKBIA,PSMC2,CCL4,UBE2N,PSMA7,PSMF1,IL1B,PSMB10",GO_RESPONSE_TO_INTERLEUKIN_1,0.002214839,0.102739018,0.390448253,1.939112222,1,48,"PSMB9,LGALS9,CCL19,PSMB8,CXCL8,CCL5,LCN2,CCL8,PSMB10,GBP1,ZC3H12A,CCL7,FGG,SELE,CCL3,CCL13,CX3CL1,CCL2,NKX3-1,EGR1,MYD88,GBP2,CHI3L1,CD38,IL1RN,PSME2,SQSTM1,PSME1,CCL21,CCL20,CD40,NFKBIA,IRAK2,CEBPB,ANKRD1,SFRP1,CCL4"
81,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.000129082,0.007613499,0.364159285,2.666995593,0,94,"DDX58,IFIH1,PLSCR1,RSAD2,PARP9,IRF7,DDX60,IFI16,IFNB1,DHX58,ZBP1,TRIM6,CD274,PSMB9,MYD88,TLR3,PSMB8,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,TICAM2,PSMD8,WDFY1,CGAS,PSMA2,PSMA3,FFAR2,AIM2,S100A9,RAB11FIP2,BIRC3,PSMD12,UNC93B1",GO_POSITIVE_REGULATION_OF_RESPONSE_TO_BIOTIC_STIMULUS,0.001049318,0.089541483,0.399270174,2.149950856,0,70,"ZBP1,PSMB9,IRF7,RSAD2,PSMB8,NLRC5,CCL5,FGA,IFNB1,AIM2,DDX58,IFIH1,PSMB10,HLA-F,BIRC3,PARP9,MUC4,DHX58,PLSCR1,DDX60,IRF1,UNC93B1,LAG3,FGG"
82,GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.000129769,0.007613499,0.368616672,2.659375522,0,89,"BST2,NMI,IFI16,GREM1,CCL2,MDK,IFNB1,PARP14,DHX58,STAP1,GBP1,IFNL1,CD274,ADAR,TREX1,SOCS1,IFNA2,TLR3,LGALS9,NME1,MNDA,LY96,ACOD1,CD80,TRIM38,TICAM2,SELENOS,ELF1,SOX11,ID2,SAMSN1,CCL25,CDC73,NME2",GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS,0.006295908,0.167092255,0.341007002,1.847118726,5,71,"IFNL1,LGALS9,BST2,NLRC5,IFNB1,TREX1,SOCS1,HLA-F,PARP14,DHX58,JAK3,IRF1,LAG3,GBP1,ZC3H12A,SPINK5,IDO1,MYC,CCL3,HMOX1,NMI,HLA-G,PDCD1,CX3CL1,HLA-E,CCL2,HLA-DOB,ADAR,SAMHD1,TLR3,MICB,ZFP36,SERPING1,CEACAM1,LGALS9B,LTF,TRAFD1,CCL21,IFI16,TRIM38,LILRB4,TNF,NFKBIA,TICAM1,THBS1,CEBPB,TMEM176A,STAP1,SFRP1,PTK2B"
83,GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,0.000165098,0.007613499,0.715418111,2.658438634,0,13,"DDX58,PARP9,DTX3L,STAT1,TRIM6,IL27,APOBEC3G,APOBEC3F,CGAS,AIM2,SELENOK",GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,0.01321004,0.239988135,0.513473551,1.801086958,9,15,"AIM2,DDX58,STAT1,DTX3L,PARP9,APOBEC3G,ZC3H12A,APOBEC3F,MICB,IL27,IL15,IL23A"
84,GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.000139606,0.007613499,0.435282669,2.64116937,0,50,"DDX58,USP18,IFIH1,PARP9,IRF7,IL1RN,STAT1,PARP14,STAP1,ZBP1,TRIM6,ADAR,TREX1,SOCS1,TICAM2,ELF1,IL6,BIRC3,JAK2,CREBRF,IL7,YTHDF3,OTUD4,SUMO1,RBCK1,H2BC11,SPPL2A,RIPK2,IL1R2,SAMHD1",GO_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS,0.001145475,0.089541483,0.475386383,2.187323278,0,35,"ZBP1,IRF7,USP18,NLRC5,CCL5,TREX1,DDX58,IFIH1,STAT1,SOCS1,BIRC3,PARP9,PARP14,SOCS3,RBCK1,CSF1"
85,GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.000121996,0.007613499,0.324975435,2.640392881,0,142,"DDX58,IFIH1,PLSCR1,CXCL10,RSAD2,PARP9,IRF7,PTN,DDX60,IFI16,MDK,IFNB1,DHX58,STAP1,ZBP1,TRIM6,PSMB9,MYD88,TLR3,PSMB8,CXCL8,LGALS9,PSMA4,UBE2D1,PSMA6,FKBP1B,MNDA,LY96,TRIM5,PSME2,ACOD1,TICAM2,PTGS2,PSMD8,WDFY1,CGAS,PSMA2,CCR1,IL6,PSMA3,FGF2,FFAR2,AIM2,S100A9,OSM,RAB11FIP2,BIRC3,PSMD12,LILRA5,IL6ST,UNC93B1,JAK2,FFAR3",GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS,0.00101626,0.089541483,0.345477187,2.015800628,0,115,"ZBP1,PSMB9,IRF7,RSAD2,LGALS9,CCL19,PSMB8,CXCL8,NLRC5,CCL5,FGA,IFNB1,AIM2,DDX58,IFIH1,C2CD4A,PSMB10,HLA-F,TNFSF14,BIRC3,PARP9,MUC4,DHX58,PLSCR1,DDX60,IRF1,UNC93B1,LAG3,CCL7,FGG,IDO1,CXCL10,CXCL17,CCL3,CSF1,HLA-G,SERPINF2,F3,RELB,CX3CL1,HLA-E,PRKD2,SFTPA2,MYD88,TLR3,TNIP3,IKBKE,C3,DMBT1,MUC1,RASGRP1,LTF,PTGS2,PSME2,FFAR3,IL15,NUPR1,MUC21,PSME1,TRADD,CCL21,FFAR2,IFI16,TNIP1,SERPINE1,IL23A,C2CD4B,TNF,NFKBIA,MUC5AC,TICAM1,THBS1"
86,GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL,0.000165098,0.007613499,0.710369429,2.639678117,0,13,"IFITM1,TRIM21,IFITM3,IFNA2,LGALS9,TRIM5,IFITM2,TRIM25,TRIM38,TRIM31,SNX3",GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL,0.004189944,0.138168869,0.60263039,1.892617398,2,11,"IFITM1,IFITM3,LGALS9,IFITM2,TRIM21"
87,GO_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE,0.000165098,0.007613499,0.708514234,2.632784357,0,13,"IFIT1,TRIM21,ADAR,PPIB,FMR1,CHMP2B,LGALS9,TRIM38",GO_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE,0.01221374,0.228499315,0.64408239,1.729483941,7,7,"IFIT1,LGALS9,CCL5,TRIM21,ADAR"
88,GO_ACTIVATION_OF_IMMUNE_RESPONSE,0.000123548,0.007613499,0.329239692,2.625957752,0,130,"DDX58,IFIH1,PLSCR1,RSAD2,IRF7,C1R,DDX60,IFI16,C1S,CFB,DHX58,STAP1,GBP1,PSMB9,MYD88,TREX1,TLR3,PSMB8,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,NR4A3,TICAM2,PSMD8,ELF1,WDFY1,CFH,CGAS,FCGR1A,PSMA2,CD38,PSMA3,FFAR2,AIM2,S100A9,CFI,FPR3,RAB11FIP2,BIRC3,PDE4D,PSMD12,DENND1B,THEMIS2,UNC93B1,CEACAM1",GO_ACTIVATION_OF_IMMUNE_RESPONSE,0.001030928,0.089541483,0.341733225,1.939393733,0,94,"PSMB9,IRF7,RSAD2,C4B,PSMB8,C1R,CFB,FGA,C4A,TREX1,AIM2,DDX58,IFIH1,IGHG4,PSMB10,BIRC3,MUC4,DHX58,PLSCR1,DDX60,IRF1,UNC93B1,GBP1,ZC3H12A,FGG,RBCK1,RELB,MYO1G,PRKD2,BTN3A2,NR4A3,SFTPA2,C1S,CR1L,MYD88,TLR3,TNIP3,MICB,IKBKE,C3,DMBT1,CD38,MUC1,SERPING1,CEACAM1,LTF,PSME2"
89,GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,0.000124116,0.007613499,0.328940703,2.608399836,0,127,"EIF2AK2,PARP9,SHFL,TDRD7,PSMB9,ADAR,CPEB2,MYD88,POLR2K,FMR1,PSMB8,HSPA8,PSMA4,PSMA6,BOLL,MAGOH,EIF5AL1,PSME2,PYM1,PSMD8,TENT4B,TNPO1,PSMA2,IL6,PSMA3,GTPBP2,CPEB4,MRPL13,PSMD12,PAIP1,EIF2S1,UHMK1,H4C15,TOB1,RPL26,PSMB6,H4C11,H4C3,RPL30,PSMB7,YTHDF3,PIWIL4,KBTBD8,RPS27L,XRN1,EIF4E,EIF1B,RBMS3,HNRNPC,EIF5A2,RIDA,H3-3A,RAN,SELENOT,RPL38,PSMC3,TRMT10C,EIF5A,PSMA5,CPEB3,SERBP1,PSMD14,PSMD7,NUDT21,GAPDH,MALSU1,DNAJC1,H3C8,POLR2F,SYNCRIP,RC3H2,SRP9,METTL14,QKI,PURA,EXOSC4,DCP1A,DPH6,IGF2BP3,PSME1,PA2G4,RPS6KB1,BANK1,ATF4,UBB,PSMB3,THBS1,RPLP1,PAIP2,PDE12,ZMPSTE24,PRR16,DICER1,SECISBP2L,EXOSC3,PSMC2,CALR,RBM3,CNOT7,LARP4,EXOSC5,PSMA7,PSMF1,DHX36,PSMB10",GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION,0.004656577,0.142923656,0.407767073,1.832902308,3,32,"PSMB9,PSMB8,CCL5,KRT17,PSMB10,PARP9,SHFL,BCL3,PATL2,ZC3H12A,EIF2AK2,PLEKHN1,ADAR,MYD88,TDRD7,ZFP36,NOCT,PSME2,MOV10"
90,GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS,0.000155087,0.007613499,0.571705445,2.604727184,0,22,"IFIT1,TRIM21,ADAR,PPIB,POLR2K,FMR1,CHMP2B,LGALS9,SUPT4H1,TRIM38",GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS,0.039881832,0.374997006,0.575680069,1.618179894,26,8,"IFIT1,LGALS9,CCL5,TRIM21,ADAR"
91,GO_MITOCHONDRION,0.000109051,0.007613499,0.269079477,2.59690575,0,358,"OAS1,CMPK2,IFIT3,RSAD2,PARP9,PNPT1,IFI6,NDUFC2-KCTD14,SLIRP,TDRD7,PPM1K,CMC1,PMAIP1,TRIM14,DNAJA1,XAF1,DYNLT1,HSH2D,DYNLL1,MRPS18A,TMEM11,MRPS18C,MRPL22,STAP1,PFDN4,COX7B,SLC25A28,PIN4,IFI27,MRPL17,TIMM10,TOMM5,CISD2,COA4,COA6,PRELID1,ATP5MF,MRPL32,NME1,HAX1,PFDN2,LACTB2,SDHB,NFU1,NDUFB3,COX6C,HSPE1,C15orf48,ACOD1,ETFRF1,CNP,SSBP1,ATP5F1C,NDUFA12,MMAA,TIMM23,CYCS,ATP5MD,MRPL36,ATP5PF,ACSL4,PRELID3B,MRPL18,NDUFA7,GLRX2,ACOT13,SDS,UQCR10,SUCLG2,NDUFAF2,NDUFB4,GADD45GIP1,MRPL42,MRPS30,ARMCX1,NDUFA6,COQ2,MRPS22,MRPL13,NME2,NOC3L,MTHFD2,AIM2,ACOT7,NDUFV2,BCL2A1,ENY2,TOMM22,LACTB,BCAT1,TRIM31,CLIC1,DNAJC19,MICU3,COX7A2,CYP1B1,CHCHD4,BOLA3,CLIC4,MTHFS,CISD1,MRPL58,FDX1,COX4I2,MRPL47,COX6A1,MRPL1,MRPL46,NUDT1,TRUB1,NDUFA5,MCL1,COX5B,TMEM126B,GJA1,PTRH2,MTIF3,NDUFS6,ATP5F1E,NDUFB9,PLN,GTPBP8,TIMM8B,ATP5MPL,MAIP1,COX6B1,MPC1,DDX21,NDUFS4,CIDEA,NDUFA9,DEPP1,COX17,AK2,MCUB,MRPL27,MTFP1,PPM1J,MRPL2,NDFIP2,ACSM5,ME2,CHCHD1,NDUFB10,MRPL19,GZMB,RIPK2,NDUFA8,MRPS28,MRPS36,RNF5,NDUFB1,NDUFS5,RIDA,DCK,MICU2,NDUFB8,MRPS35,MPC2,CWC15,SLC25A46,PDHX,TMEM126A,PET100,COX4I1,ATF2,IFI27L1,PABPC5,HIGD1A,FATE1,HCCS,TRMT10C,DNAJC15,USP15,KRAS,DLAT,MRPL33,CDK1,BAK1,BID",GO_MITOCHONDRION,0.040123457,0.37589697,0.272191817,1.529735863,38,83,"IFI6,OAS1,HSH2D,IFI27,RSAD2,IFIT3,CMPK2,XAF1,PPM1J,AIM2,TRIM14,C15orf48,PARP9,SLC25A28,PNPT1,PTGES,SFN,PLEKHN1,CYP1B1,PMAIP1,HK2,GSDMC,CNP"
