pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
GO_REGULATION_OF_VIRAL_ENTRY_INTO_HOST_CELL	1.65E-05	0.001112895	0.710369429	2.6388236	0	13	"IFITM1,TRIM21,IFITM3,IFNA2,LGALS9,TRIM5,IFITM2,TRIM25,TRIM38,TRIM31,SNX3"
GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	1.22E-05	0.001112895	0.324975435	2.637206406	0	142	"DDX58,IFIH1,PLSCR1,CXCL10,RSAD2,PARP9,IRF7,PTN,DDX60,IFI16,MDK,IFNB1,DHX58,STAP1,ZBP1,TRIM6,PSMB9,MYD88,TLR3,PSMB8,CXCL8,LGALS9,PSMA4,UBE2D1,PSMA6,FKBP1B,MNDA,LY96,TRIM5,PSME2,ACOD1,TICAM2,PTGS2,PSMD8,WDFY1,CGAS,PSMA2,CCR1,IL6,PSMA3,FGF2,FFAR2,AIM2,S100A9,OSM,RAB11FIP2,BIRC3,PSMD12,LILRA5,IL6ST,UNC93B1,JAK2,FFAR3"
GO_POSITIVE_REGULATION_OF_VIRAL_LIFE_CYCLE	1.65E-05	0.001112895	0.708514234	2.631932072	0	13	"IFIT1,TRIM21,ADAR,PPIB,FMR1,CHMP2B,LGALS9,TRIM38"
GO_ACTIVATION_OF_IMMUNE_RESPONSE	1.23E-05	0.001112895	0.329239692	2.619154668	0	130	"DDX58,IFIH1,PLSCR1,RSAD2,IRF7,C1R,DDX60,IFI16,C1S,CFB,DHX58,STAP1,GBP1,PSMB9,MYD88,TREX1,TLR3,PSMB8,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,NR4A3,TICAM2,PSMD8,ELF1,WDFY1,CFH,CGAS,FCGR1A,PSMA2,CD38,PSMA3,FFAR2,AIM2,S100A9,CFI,FPR3,RAB11FIP2,BIRC3,PDE4D,PSMD12,DENND1B,THEMIS2,UNC93B1,CEACAM1"
GO_NADH_DEHYDROGENASE_COMPLEX	1.56E-05	0.001112895	0.576135171	2.618701365	0	22	"NDUFC2-KCTD14,NDUFB3,NDUFA12,NDUFA7,NDUFB4,NDUFA6,NDUFV2,NDUFA5,NDUFS6,NDUFB9,NDUFS4,NDUFA9,NDUFB10,NDUFA8,NDUFB1,NDUFS5,NDUFB8,NDUFB7,NDUFA3,NDUFA1,NDUFA13"
GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	1.23E-05	0.001112895	0.328940703	2.601885589	0	127	"EIF2AK2,PARP9,SHFL,TDRD7,PSMB9,ADAR,CPEB2,MYD88,POLR2K,FMR1,PSMB8,HSPA8,PSMA4,PSMA6,BOLL,MAGOH,EIF5AL1,PSME2,PYM1,PSMD8,TENT4B,TNPO1,PSMA2,IL6,PSMA3,GTPBP2,CPEB4,MRPL13,PSMD12,PAIP1,EIF2S1,UHMK1,H4C15,TOB1,RPL26,PSMB6,H4C11,H4C3,RPL30,PSMB7,YTHDF3,PIWIL4,KBTBD8,RPS27L,XRN1,EIF4E,EIF1B,RBMS3,HNRNPC,EIF5A2,RIDA,H3-3A,RAN,SELENOT,RPL38,PSMC3,TRMT10C,EIF5A,PSMA5,CPEB3,SERBP1,PSMD14,PSMD7,NUDT21,GAPDH,MALSU1,DNAJC1,H3C8,POLR2F,SYNCRIP,RC3H2,SRP9,METTL14,QKI,PURA,EXOSC4,DCP1A,DPH6,IGF2BP3,PSME1,PA2G4,RPS6KB1,BANK1,ATF4,UBB,PSMB3,THBS1,RPLP1,PAIP2,PDE12,ZMPSTE24,PRR16,DICER1,SECISBP2L,EXOSC3,PSMC2,CALR,RBM3,CNOT7,LARP4,EXOSC5,PSMA7,PSMF1,DHX36,PSMB10"
GO_POSITIVE_REGULATION_OF_VIRAL_PROCESS	1.56E-05	0.001112895	0.571705445	2.598566977	0	22	"IFIT1,TRIM21,ADAR,PPIB,POLR2K,FMR1,CHMP2B,LGALS9,SUPT4H1,TRIM38"
GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	1.13E-05	0.001112895	0.286540747	2.595892309	0	241	"IFIT1,DDX58,HERC5,USP18,IFIH1,PLSCR1,CXCL10,RSAD2,NMI,PARP9,IRF7,DTX3L,PTN,DDX60,IFI16,STAT1,TNFAIP6,GREM1,CCL2,MDK,IFNB1,PARP14,DHX58,STAP1,ACE2,ZBP1,TRIM6,PSMB9,SPP1,ADAR,MYD88,TREX1,SOCS1,TLR3,PSMB8,CXCL8,LGALS9,PSMA4,IL27,UBE2D1,PSMA6,IGF1,FKBP1B,MNDA,LY96,TRIM5,APOBEC3G,PSME2,APOBEC3F,NR1D2,ACOD1,TRIM38,TICAM2,PTGS2,SELENOS,PSMD8,WDFY1,CGAS,RICTOR,PSMA2,CCR1,IL6"
GO_MITOCHONDRION	1.09E-05	0.001112895	0.269079477	2.595173902	0	358	"OAS1,CMPK2,IFIT3,RSAD2,PARP9,PNPT1,IFI6,NDUFC2-KCTD14,SLIRP,TDRD7,PPM1K,CMC1,PMAIP1,TRIM14,DNAJA1,XAF1,DYNLT1,HSH2D,DYNLL1,MRPS18A,TMEM11,MRPS18C,MRPL22,STAP1,PFDN4,COX7B,SLC25A28,PIN4,IFI27,MRPL17,TIMM10,TOMM5,CISD2,COA4,COA6,PRELID1,ATP5MF,MRPL32,NME1,HAX1,PFDN2,LACTB2,SDHB,NFU1,NDUFB3,COX6C,HSPE1,C15orf48,ACOD1,ETFRF1,CNP,SSBP1,ATP5F1C,NDUFA12,MMAA,TIMM23,CYCS,ATP5MD,MRPL36,ATP5PF,ACSL4,PRELID3B,MRPL18,NDUFA7,GLRX2,ACOT13,SDS,UQCR10,SUCLG2,NDUFAF2,NDUFB4,GADD45GIP1,MRPL42,MRPS30,ARMCX1,NDUFA6,COQ2,MRPS22,MRPL13,NME2,NOC3L,MTHFD2,AIM2,ACOT7,NDUFV2,BCL2A1,ENY2,TOMM22,LACTB,BCAT1,TRIM31,CLIC1,DNAJC19,MICU3,COX7A2,CYP1B1,CHCHD4,BOLA3,CLIC4,MTHFS,CISD1,MRPL58,FDX1,COX4I2,MRPL47,COX6A1,MRPL1,MRPL46,NUDT1,TRUB1,NDUFA5,MCL1,COX5B,TMEM126B,GJA1,PTRH2,MTIF3,NDUFS6,ATP5F1E,NDUFB9,PLN,GTPBP8,TIMM8B,ATP5MPL,MAIP1,COX6B1,MPC1,DDX21,NDUFS4,CIDEA,NDUFA9,DEPP1,COX17,AK2,MCUB,MRPL27,MTFP1,PPM1J,MRPL2,NDFIP2,ACSM5,ME2,CHCHD1,NDUFB10,MRPL19,GZMB,RIPK2,NDUFA8,MRPS28,MRPS36,RNF5,NDUFB1,NDUFS5,RIDA,DCK,MICU2,NDUFB8,MRPS35,MPC2,CWC15,SLC25A46,PDHX,TMEM126A,PET100,COX4I1,ATF2,IFI27L1,PABPC5,HIGD1A,FATE1,HCCS,TRMT10C,DNAJC15,USP15,KRAS,DLAT,MRPL33,CDK1,BAK1,BID"
GO_NADH_DEHYDROGENASE_COMPLEX_ASSEMBLY	1.53E-05	0.001112895	0.541966166	2.587678915	0	25	"NDUFB3,NDUFA12,NDUFA7,NDUFAF2,NDUFB4,NDUFA6,NDUFV2,NDUFA5,TMEM126B,NDUFS6,NDUFB9,NDUFS4,NDUFA9,NDUFB10,NDUFA8,NDUFB1,NDUFS5,NDUFB8,NDUFB7,NDUFAF4,NDUFA3,NDUFA1,NDUFA13"
GO_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	1.59E-05	0.001112895	0.598873548	2.575903053	0	19	"DDX58,RSAD2,BST2,IFNB1,TRIM6,B2M,IFNA2,TLR3,NR4A3,IL6,FFAR2"
GO_ACTIVATION_OF_INNATE_IMMUNE_RESPONSE	1.32E-05	0.001112895	0.369475832	2.566237631	0	78	"DDX58,IFIH1,RSAD2,IRF7,DDX60,IFI16,DHX58,PSMB9,MYD88,TLR3,PSMB8,PSMA4,UBE2D1,PSMA6,MNDA,LY96,TRIM5,PSME2,ACOD1,TICAM2,PSMD8,WDFY1,CGAS,PSMA2,PSMA3,FFAR2,AIM2,S100A9,RAB11FIP2,BIRC3,PSMD12,UNC93B1,UBE2D3,MAP2K6,CTSL,PSMB6"
GO_ENVELOPE	1.11E-05	0.001112895	0.273596194	2.560369437	0	293	"MX2,MX1,RSAD2,PNPT1,IFI6,P2RX2,NDUFC2-KCTD14,PMAIP1,TRIM14,MRPS18A,TMEM11,MRPS18C,MRPL22,COX7B,PHF11,SLC25A28,IFI27,MRPL17,TIMM10,TREX1,TOMM5,CISD2,COA4,COA6,PRELID1,NXT2,ATP5MF,MRPL32,NME1,HAX1,SDHB,NDUFB3,COX6C,EIF5AL1,GCH1,KPNA5,C15orf48,CNP,ATP5F1C,NDUFA12,TIMM23,CYCS,BRIP1,ATP5MD,MRPL36,ATP5PF,ACSL4,PRELID3B,MRPL18,NDUFA7,MAD2L1,RIF1,SHISA5,UQCR10,NDUFAF2,YEATS4,NDUFB4,OSBPL8,SLC30A1,MRPL42,MRPS30,ARMCX1,NDUFA6,COQ2,MRPS22,MRPL13,NME2,IL15RA,NDUFV2,BCL2A1,ENY2,TOMM22,CLIC1,DNAJC19,MICU3,COX7A2,CHCHD4,CISD1,MRPL58,COX4I2,MRPL47,COX6A1,MRPL1,MRPL46,NUDT1,NDUFA5,MCL1,COX5B,TMEM126B,DNAJB14,GJA1,CETN3,NDUFS6,ATP5F1E,NDUFB9,PLN,TIMM8B,ATP5MPL,MAIP1,COX6B1,MAD2L1BP,MPC1,NDUFS4,CIDEA,NDUFA9,COX17,AK2,MCUB,MRPL27,MTFP1,BANF1,MRPL2,CHCHD1,NDUFB10,MRPL19,SUMO1,NDUFA8,MRPS28,MRPS36,RNF5,EIF5A2,NDUFB1,NDUFS5,MICU2,NDUFB8,MRPS35,MPC2,POLR2M,SLC25A46,TOR1B,TMEM126A,RAN,PET100,COX4I1,ATF2,TMPO,HIGD1A,FATE1,HCCS,DNAJC15,EIF5A,MRPL33,BAK1,ALOX5AP,BID,TOR1A,SLC8A3,MRPL3,TRA2B,BNIP1,DIABLO,GAPDH,KPNB1,TFPT,DNAJC1,NDUFB7,TMEM33,MRPL54,SDHAF3,SPART,MRPL24,MRPS23,ATP5PD,NDUFAF4,NDUFA3,NDUFA1,FIS1,PTGES"
GO_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	1.12E-05	0.001112895	0.278684019	2.558604916	0	261	"ISG15,USP18,OAS2,PNPT1,DTX3L,ISG20,SLIRP,UBE2L6,PMAIP1,PSMB9,IFI27,RBM7,MYD88,TREX1,MAGOHB,FMR1,ANAPC10,PSMB8,HSPA8,RNF213,PSMA4,UBE2D1,UBE2E1,TRIR,PSMA6,BOLL,ELOC,MAGOH,HELZ2,TRIM25,SUMO2,UBE2B,PSME2,LSM3,TRIM38,ANKIB1,UBD,SELENOS,PYM1,PSMD8,TENT4B,CD2AP,RPL35,MAD2L1,TNPO1,PSMA2,FBXO6,FBXO5,SSB,IL6,RPS27,UCHL3,PSMA3,GTPBP2,RPS26,DNAJB9,RNF19B,HSP90B2P,LSM5,RNASE2,NUB1,HM13,CDC27,CUL5,PSMD12,NEDD8,HPSE,UBA6,RPL36,PML,SGTB,PAIP1,RPL12,DNAJB14,PCNP,UBE2S,UBE2A,RPS2,TOB1,H1-0,RPL37,UBE2D3,SEC61B,CTSL,RPL26,RPL28,PSMB6,TMTC3,CTSC,LSM6,CIDEA,RPL30,PSMB7,RNF217,HMGB2,RPS15,PTTG1,NUDT15,YTHDF3,NDFIP2,USP1,ZC3HAV1,SUMO1,XRN1,KLHL15,RBCK1,RNF5,HNRNPC,UBE2W,RPS11,NUDT12,RIDA,UBE2V2,RNASEH2A,USP42,RNASEH2B,FBXO39,RPS17,RPL27A,RPL38,PSMC3,USP15,CASP3,SOCS6,CDK1,PSMA5,TMF1,TOR1A,CPEB3,SERBP1,PSMD14,PSMD7,KPNB1,PNRC2,SOCS5,PLAA,RBX1,RNF11,ZPR1,SYNCRIP,METTL14,STYX,RPL32,CDC26,EXOSC4,LSM2,DCP1A,IGF2BP3,PSME1,UBE2K,SPOP,USP38,FBXO45,NUPR1,FBXO22,PPP2R2A,UCHL5,RNF149,UBB,YOD1,PSMB3,AEN,TLK2,RPLP1,UBXN2A,CTSK,PDE12,ZMPSTE24,SDF2L1,BIRC2,CLOCK,ZFAND2A,RPL36A,NDFIP1,DICER1,FBXO8,NTAN1,UFL1,XBP1,EXOSC3,PSMC2,PIAS1,EDEM3,USP25,CNOT7,EXOSC5,CNOT4,PSMA7,PSMF1,VPS37A,DHX36,RPL39,CASP8,PSMB10,LAMP2,UBA7,RPL41,UBE3A,PATL1,LSM1"
GO_PEPTIDE_METABOLIC_PROCESS	1.19E-05	0.001112895	0.301293426	2.549041677	0	171	"EIF2AK2,SHFL,MRPS18A,MRPS18C,MRPL22,ACE2,MRPL17,CHAC2,CPEB2,RPL22L1,FMR1,MRPL32,RPL39L,PPA1,BOLL,IGF1,MCTS1,MAGOH,EIF5AL1,PYM1,MRPL36,MRPL18,NDUFA7,GLRX2,RPL35,IL6,SPCS2,GADD45GIP1,RPS27,EEF1E1,MRPL42,MRPS30,GTPBP2,RPS26,CPEB4,MRPS22,MRPL13,RPL26L1,EIF1AY,HM13,MRPL58,MRPL47,RPL36,MRPL1,MRPL46,PAIP1,TRMT112,EIF2S1,RPL12,UHMK1,MTIF3,RPS2,TOB1,RPL37,EIF1AX,RPL26,RPL28,MRPL27,RPL30,RPS15,YTHDF3,PIWIL4,MRPL2,EIF3J,CHCHD1,KBTBD8,MRPL19,RPS27L,XRN1,EIF4E,EIF1B,MRPS28,RBMS3,MRPS36,EIF5A2,RPS11,RIDA,MRPS35,SELENOT,RPS17,RPL27A,RPL38,NAT8,TRMT10C,EIF5A,CASP3,MRPL33,RWDD1,RSL24D1,CPEB3,MRPL3,GAPDH,MALSU1,DNAJC1,MRPL54,SYNCRIP,SRP9,METTL14,QKI,MRPL24,MRPS23,RPL32,PTGES,PURA,DPH6,IGF2BP3,PA2G4,ERAP1,RPS6KB1,BANK1,ATF4,MRPS11,NGF,MRPL14,THBS1,RPL3L,RPLP1,PAIP2,ABCE1,DARS1,ECE2,PRR16,RPL36A,MRPL11,SECISBP2L,TARS1,CALR,RBM3,EIF2S2,MRPS24,CNOT7,LARP4,MTRF1L,MRPS33,DHX36,RPL39,AURKAIP1,MGST2,RPL41"
GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	1.32E-05	0.001112895	0.365872118	2.541207612	0	78	"CMPK2,CXCL10,CHMP5,IL1RN,CCL2,STAP1,TRIM6,CXCL11,CD274,MYD88,CXCL3,CXCL8,LGALS9,LY96,TRIM5,GCH1,ACOD1,CD80,CXCL2,TICAM2,CNP,PTGS2,SELENOS,VCAM1,LCN2,IL6,CDC73,DCN,CXCL5,GJB2,PDE4D"
GO_MITOCHONDRION_ORGANIZATION	1.23E-05	0.001112895	0.318667844	2.529832445	0	129	"MX2,MX1,IFIT2,PNPT1,IFI6,SLIRP,PMAIP1,DYNLT1,TMEM11,TIMM10,TOMM5,CISD2,COA4,PRELID1,ATP5MF,HAX1,IGF1,NDUFB3,CNP,SSBP1,ATP5F1C,NDUFA12,TIMM23,CYCS,ATP5PF,NDUFA7,UQCR10,NDUFAF2,NDUFB4,PDCD5,NDUFA6,DCN,NDUFV2,TOMM22,DNAJC19,COX7A2,CHCHD4,NDUFA5,TMEM126B,TNFSF10,NDUFS6,ATP5F1E,NDUFB9,UBE2D3,ATG12,BAG4,TIMM8B,MAIP1,NDUFS4,NDUFA9,COX17,MTFP1,NDUFB10,GZMB,NDUFA8,STAT2,NDUFB1,NDUFS5,ATG3,NDUFB8,SLC25A46,PET100,ATF2,HIGD1A,DNAJC15,OPTN,BAK1,BID,BLOC1S2,NDUFB7,HIF1A,SDHAF3,TFAM,ATP5PD,SOD2,NDUFAF4,NDUFA3,NDUFA1,FIS1,NDUFA13,RB1CC1,PHB"
GO_INFLAMMATORY_RESPONSE	1.20E-05	0.001112895	0.299454175	2.486288857	0	157	"USP18,PLSCR1,CXCL10,CCL8,NMI,CCL11,PTN,IL1RN,IFI16,NAMPT,TNFAIP6,CCL2,MDK,STAP1,ACE2,CXCL11,SPP1,MYD88,TREX1,IFNA2,ORM2,CXCL3,TLR3,CXCL8,LGALS9,IL27,PSMA6,IGF1,LY96,NR1D2,ACOD1,CXCL2,TICAM2,PTGS2,SELENOS,IL1RAP,VCAM1,RICTOR,ORM1,CCR1,IL6,CCL25,FFAR2,AIM2,S100A9,CXCL5,OSM,TMIGD3,FPR3,BIRC3,LILRA5,IL6ST,THEMIS2,APOL2,JAK2,FFAR3"
GO_CELLULAR_PROTEIN_COMPLEX_DISASSEMBLY	1.36E-05	0.001112895	0.37852346	2.484136753	0	64	"SHFL,MRPS18A,MRPS18C,MRPL22,MRPL17,MRPL32,TWF1,HSPA8,EIF5AL1,VIL1,MRPL36,MRPL18,CAMSAP2,GADD45GIP1,MRPL42,MRPS30,MRPS22,MRPL13,MRPL58,MRPL47,MRPL1,MRPL46,TRMT112,NAPA,CAPZA2,MRPL27,MRPL2,CHCHD1,MRPL19,ASPH,TMOD4,MRPS28,MRPS36,EIF5A2,MRPS35,CAPG,CCSAP,EIF5A,MRPL33,MRPL3,MRPL54,CAPZA1,MRPL24,MRPS23"
GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	1.22E-05	0.001112895	0.305689536	2.464821641	0	138	"BST2,TNFAIP6,MDK,IFNA5,DYNLT1,IFNB1,IFNA1,IFNA21,DYNLL1,IFNA10,IFNA17,IFNA7,IFNA8,IFNL1,IFNA14,B2M,TREX1,IFNA2,ORM2,HSPA8,LGALS9,IL27,TNFSF18,IFNA16,IFNA6,MNDA,SCAMP1,IFNA4,IFNW1,CD80,NR4A3,TICAM2,LCN2,RIF1,PSMA2,ORM1,PLAC8,IL6,NME2,SHLD3,S100A9,FCGR3B,RNASE2,NBN,CD63,GCA,RETN,PSMD12,HPSE,CEACAM1,LAMTOR2,RAB5C,CTSC,CD68,TYROBP,CCL19,PSMB7,CYSTM1,PRG2,RAB18,RIPK2,GPR84,PRDX4,BPI,PSMC3,RAB10,RORA,PTX3,PSMA5,HMOX2,MAD2L2,CD47,PSMD14,PSMD7,KPNB1,SOCS5,DYNC1LI1,EXO1,RAP1B,RC3H2,CD86,IL10,GOLGA7,PA2G4,S100A8,CYBA,GPR183,FPR1"
GO_CELLULAR_AMIDE_METABOLIC_PROCESS	1.15E-05	0.001112895	0.276458665	2.459162784	0	219	"EIF2AK2,SHFL,SPTSSA,GBA3,ELOVL3,MRPS18A,MRPS18C,MRPL22,ACE2,MRPL17,CHAC2,CPEB2,RPL22L1,ELOVL7,FMR1,MRPL32,PLAAT4,RPL39L,PPA1,BOLL,IGF1,MCTS1,MAGOH,EIF5AL1,GCH1,PLAAT2,PYM1,MRPL36,ACSL4,MRPL18,NDUFA7,TDO2,GLRX2,RPL35,ACOT13,SUCLG2,IL6,ELOVL2,SPCS2,GADD45GIP1,RPS27,EEF1E1,MRPL42,MRPS30,GTPBP2,PPCS,RPS26,CPEB4,MRPS22,MRPL13,RPL26L1,MTHFD2,ACOT7,EIF1AY,HM13,MTHFS,MRPL58,PDZD11,MRPL47,RPL36,MRPL1,MRPL46,PAIP1,TRMT112,EIF2S1,RPL12,UHMK1,MTIF3,RPS2,TOB1,RPL37,EIF1AX,RPL26,RPL28,MPC1,MRPL27,RPL30,RPS15,YTHDF3,PIWIL4,MRPL2,ACSM5,EIF3J,CHCHD1,KBTBD8,MRPL19,RPS27L,XRN1,EIF4E,EIF1B,MRPS28,RBMS3,MRPS36,EIF5A2,RPS11,RIDA,DBI,MRPS35,MPC2,PDHX,SELENOT,RPS17,RPL27A,RPL38,NAT8,TRMT10C,EIF5A,ELOVL4,CASP3,DLAT,MRPL33,RWDD1,RSL24D1,CPEB3,MRPL3,GAPDH,MALSU1,DNAJC1,MRPL54,SYNCRIP,SRP9,METTL14,QKI,HACD1,MRPL24,MRPS23,RPL32,PTGES,PURA,DPH6,IGF2BP3,PA2G4,ERAP1,RPS6KB1,BANK1,ATF4,MRPS11,NGF"
GO_REGULATION_OF_HEMOPOIESIS	1.27E-05	0.001112895	0.32729362	2.457706214	0	103	"ISG15,EIF2AK2,IRF7,PTN,STAT1,MDK,IFNB1,IFNL1,PSMB9,SOCS1,PRELID1,IFNA2,TLR3,PSMB8,LGALS9,PSMA4,NME1,IL27,HAX1,PSMA6,PSME2,CD80,NR4A3,PSMD8,ID2,PSMA2,CCR1,PSMA3,CDC73,NME2,OSM,PSMD12,DPY30,CEACAM1,H4C15,PSMB6,IL7,TYROBP,CA2,H4C11,H4C3,CCL19,PSMB7,HMGB2,GPR171,RIPK2,LILRB4,H3-3A,LAG3,PSMC3,PSMA5,PSMD14,PSMD7,NUDT21,KITLG,SOCS5,HIF1A,H3C8,RC3H2,CBFB,CSF3,KLF10,CD86"
GO_ORGANIC_CYCLIC_COMPOUND_CATABOLIC_PROCESS	1.20E-05	0.001112895	0.29270381	2.436858276	0	159	"OAS2,NT5C3A,PNPT1,ISG20,SLIRP,PSMB9,SPP1,RBM7,MYD88,TREX1,MAGOHB,FMR1,PSMB8,HSPA8,PSMA4,TRIR,PSMA6,BOLL,MAGOH,HELZ2,APOBEC3G,PSME2,LSM3,APOBEC3F,CNP,PYM1,PSMD8,IL4I1,TENT4B,TDO2,RPL35,TNPO1,PSMA2,SSB,IL6,RPS27,PSMA3,GTPBP2,HPRT1,RPS26,APOBEC3B,ACOT7,LSM5,RNASE2,PDE4D,MTHFS,PSMD12,BLVRA,RPL36,NUDT1,PAIP1,RPL12,RPS2,TOB1,H1-0,RPL37,RPL26,RPL28,PSMB6,LSM6,CIDEA,RPL30,PSMB7,HMGB2,RPS15,NUDT15,YTHDF3,ZC3HAV1,XRN1,HNRNPC,RPS11,NUDT12,RIDA,RNASEH2A,SAMHD1,RNASEH2B,RPS17,RPL27A,RPL38,PSMC3,CASP3,PSMA5,CPEB3,HMOX2,SERBP1,PSMD14,PSMD7,KPNB1,PNRC2,ZPR1,SYNCRIP,METTL14,RPL32,EXOSC4,LSM2,DCP1A,IGF2BP3,PSME1"
GO_MACROMOLECULE_CATABOLIC_PROCESS	1.10E-05	0.001112895	0.250837843	2.366534383	0	309	"ISG15,USP18,OAS2,PNPT1,DTX3L,ISG20,SLIRP,UBE2L6,PMAIP1,PSMB9,IFI27,RBM7,MYD88,TREX1,MAGOHB,FMR1,ANAPC10,PSMB8,HSPA8,RNF213,PSMA4,ABHD13,UBE2D1,UBE2E1,TRIR,PSMA6,BOLL,ELOC,MAGOH,HELZ2,BARD1,TRIM25,SUMO2,UBE2B,PSME2,LSM3,TRIM38,ANKIB1,UBD,SELENOS,PYM1,PSMD8,TENT4B,CD2AP,LYPLA1,RPL35,MAD2L1,TNPO1,PSMA2,FBXO6,FBXO5,SSB,IL6,RPS27,UCHL3,PSMA3,FGF2,GTPBP2,RPS26,DNAJB9,RNF19B,HSP90B2P,DCN,LSM5,RNASE2,NUB1,HM13,CDC27,CUL5,PSMD12,NEDD8,HPSE,UBA6,RPL36,PPP1CB,PML,CEACAM1,SGTB,PAIP1,RPL12,DNAJB14,GJA1,SEC22B,CSPG5,PCNP,UBE2S,CTSE,SNX3,UBE2A,RPS2,TOB1,H1-0,RPL37,UBE2D3,SEC61B,CTSL,RPL26,RPL28,PSMB6,TMTC3,CTSC,LSM6,CIDEA,LUM,TIPARP,RPL30,PSMB7,RNF217,HMGB2,RPS15,PTTG1,NUDT15,YTHDF3,NDFIP2,USP1,ZC3HAV1,SUMO1,XRN1,GPC5,KLHL15,RBCK1,RNF5,HNRNPC,UBE2W,RPS11,NUDT12,RIDA,UBE2V2,RNASEH2A,USP42,RNASEH2B,FBXO39,RPS17,RPL27A,RPL38,CTBS,PSMC3,USP15,CASP3,SOCS6,CDK1,PSMA5,TMF1,CDKN1B,TOR1A,CPEB3,SERBP1,MAD2L2,PSMD14,PSMD7,KPNB1,LYVE1,PNRC2,SOCS5,PLAA,RBX1,RNF11,ZPR1,SYNCRIP,METTL14,STYX,RPL32,CDC26,EXOSC4,LSM2,DCP1A,IL10,NDUFA13,IGF2BP3,PSME1,UBE2K,RB1CC1,SPOP,PHB,USP38,FBXO45,NUPR1,FBXO22,PPP2R2A,UCHL5,RNF149"
GO_CATALYTIC_COMPLEX	1.10E-05	0.001112895	0.241839138	2.293468096	0	319	"IFIT5,TRIM21,GMPR,PNPT1,NDUFC2-KCTD14,SPTSSA,UBE2L6,CKS2,SNRPG,GBA3,DYNLT1,DYNLL1,PSMB9,GAR1,ZNFX1,TREX1,POLR2K,MAGOHB,ANAPC10,SOCS1,PCGF5,PSMB8,PSMA4,UBE2D1,SDHB,C1D,UBE2E1,PSMA6,NDUFB3,MAGOH,BARD1,UBE2B,PSME2,NRBF2,SNRPD1,MED21,LSM3,NDUFA12,CYCS,ANKIB1,PPP4R2,PSMD8,SAP18,BAZ1A,NOP10,NDUFA7,PSMA2,FBXO6,UQCR10,SUCLG2,SPCS2,SNRPE,GNG10,YEATS4,GTF2A2,NDUFB4,NSMCE2,DPM1,SUZ12,MED31,PSMA3,SMARCA5,CDC73,NDUFA6,RNF19B,BCAS2,PRPS2,NDUFV2,ENY2,POLR3K,DNTTIP1,BRMS1,CDC27,CUL5,PSMD12,SNRPB2,DPY30,DCUN1D5,TAF4B,PPP1CB,NAA20,NDUFA5,GTF2F2,DCUN1D1,MTF2,UBE2S,UBE2A,RAMAC,MRGBP,NDUFS6,NDUFB9,UBE2D3,ATG12,ACTR6,PSMB6,PPIL1,NDUFS4,NDUFA9,SNRNP40,SHOC2,PSMB7,RNF217,CKS1B,KBTBD8,MED10,NAA15,NDUFB10,EID3,SUMO1,DR1,KLHL15,PGGT1B,RBCK1,TAF12,EEA1,NDUFA8,MRPS36,HNRNPC,NDUFB1,NDUFS5,ATG3,NDUFB8,POLR2M,CWC15,PDHX,UBE2V2,MBIP,FBXO39,TXNL1,CCNA2,PSMC3,TRMT10C,MNAT1,RNF2,GNGT2,GTF2E2,NRIP1,DLAT,SOCS6,CDK1,SOCS3,PIGP,PSMA5,CDKN1B,ANP32E,ERH,POLE4,NHP2,MAD2L2,PSMD14,AEBP2,PSMD7,GNA13,TFPT,NDUFB7,SOCS5,DYNC1LI1,MAT2B,POLR3G,RBX1,RNF11,POLR2F,SYNCRIP,BRMS1L,METTL14,CCNJ,CDC26,EPC2,NDUFA3,NDUFA1,EXOSC4,LSM2,U2AF1,NDUFA13,GOLGA7,PSME1,MSL3P1,NAA38,RB1CC1,SPOP,FBXO45,DYNLT3,GCSH,CYBA,PPP2R2A,UCHL5"
