SYMBOL	ENSEMBL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ANGPTL2	ENSG00000136859	11856.39902	0.742933489	0.222485123	3.339250191	0.000840049	0.013272954
TREX1	ENSG00000213689	3694.688132	0.745563799	0.262597079	2.839193041	0.004522779	0.047850699
GINS2	ENSG00000131153	882.0817938	0.745686638	0.237003794	3.146306761	0.001653465	0.022548529
GUCY1B1	ENSG00000061918	6428.141682	0.747156607	0.213351418	3.501999726	0.00046178	0.008277538
MLKL	ENSG00000168404	6598.232596	0.748144808	0.240337925	3.112887019	0.001852669	0.024634939
LPL	ENSG00000175445	14224.80918	0.749068285	0.245813196	3.047307052	0.002309017	0.029167172
KIF20B	ENSG00000138182	2079.366643	0.751587634	0.194880063	3.856667658	0.000114943	0.00270594
CXCR4	ENSG00000121966	8824.488154	0.754344383	0.233333791	3.232898162	0.001225412	0.017834768
PARP12	ENSG00000059378	17317.05359	0.755151009	0.238642044	3.164367002	0.001554207	0.021531523
NA	ENSG00000272558	222.6639855	0.756989838	0.236329641	3.203110007	0.00135952	0.019373957
TMEM163	ENSG00000152128	2332.197559	0.757483626	0.229122655	3.306018025	0.00094632	0.014539356
TACC3	ENSG00000013810	7735.540903	0.757611016	0.202007442	3.750411418	0.000176545	0.003784339
RAPGEF5	ENSG00000136237	8961.563463	0.757904728	0.231726466	3.270686951	0.001072866	0.016044502
ZWINT	ENSG00000122952	3075.438864	0.758566826	0.187600492	4.043522591	5.27E-05	0.001430005
NA	ENSG00000272379	542.6291579	0.762154666	0.234461765	3.250656528	0.001151389	0.016945898
RASGRP3	ENSG00000152689	7126.620892	0.762805772	0.160454183	4.754041053	1.99E-06	9.78E-05
BACH2	ENSG00000112182	1504.356563	0.763837373	0.256257669	2.980739571	0.002875532	0.034164598
MEF2C	ENSG00000081189	7779.757055	0.766043091	0.182985028	4.186370314	2.83E-05	0.00086624
RAD54L	ENSG00000085999	721.1929023	0.766079582	0.160732803	4.766168254	1.88E-06	9.33E-05
ADGRL2	ENSG00000117114	17707.41692	0.766912597	0.264970855	2.89432812	0.003799709	0.042136369
CENPU	ENSG00000151725	1043.461143	0.768993478	0.204523756	3.759922537	0.000169966	0.003680682
PRR16	ENSG00000184838	414.1106649	0.770738154	0.248748625	3.09846197	0.001945279	0.025559426
PKHD1L1	ENSG00000205038	89.44077254	0.772048091	0.267084385	2.8906523	0.003844432	0.042534016
SLC2A3	ENSG00000059804	10527.93311	0.775677859	0.259561283	2.988418961	0.002804249	0.033539139
ANLN	ENSG00000011426	1761.204227	0.776975445	0.187811585	4.13699424	3.52E-05	0.001031575
H2BC12	ENSG00000197903	2181.967706	0.777066569	0.235171744	3.304251411	0.000952304	0.014605714
SSTR2	ENSG00000180616	651.334327	0.77886988	0.264834508	2.940968254	0.003271881	0.03778215
NA	ENSG00000214776	440.7725004	0.780156629	0.268589816	2.904639645	0.003676761	0.041105479
TCAM1P	ENSG00000240280	88.72600367	0.780745444	0.217609292	3.587831374	0.00033344	0.00636121
B4GALNT1	ENSG00000135454	690.0812364	0.781113514	0.262748223	2.972859367	0.002950396	0.034866995
GIMAP4	ENSG00000133574	25855.92779	0.781672114	0.192057234	4.069995689	4.70E-05	0.001302636
DSCC1	ENSG00000136982	731.2942414	0.782869989	0.272844765	2.869287186	0.004113981	0.044674944
IFITM2	ENSG00000185201	22245.8245	0.783454928	0.156309521	5.01220221	5.38E-07	3.25E-05
NA	ENSG00000228956	175.5910507	0.785414884	0.258914939	3.033486158	0.002417458	0.030205634
NA	ENSG00000241134	100.2543729	0.786482177	0.263889901	2.980342082	0.002879267	0.034194853
GNGT2	ENSG00000167083	677.9810209	0.788989909	0.248955889	3.169195601	0.001528615	0.021248558
MASTL	ENSG00000120539	1720.513859	0.789761619	0.188232298	4.19567539	2.72E-05	0.000835865
SLCO1C1	ENSG00000139155	286.1539385	0.791322132	0.25313751	3.126056394	0.001771676	0.023833178
POLE2	ENSG00000100479	473.6745946	0.793024593	0.21141263	3.751074823	0.000176078	0.003779968
CCNE2	ENSG00000175305	751.5357735	0.79396388	0.152024221	5.222614359	1.76E-07	1.27E-05
BLM	ENSG00000197299	1005.445683	0.795214616	0.274011721	2.902118982	0.003706477	0.041325356
CENPN	ENSG00000166451	1100.530924	0.795748926	0.188251453	4.227053299	2.37E-05	0.000745753
FAM83D	ENSG00000101447	698.101782	0.796039914	0.138725974	5.738218249	9.57E-09	1.23E-06
NMI	ENSG00000123609	10609.32412	0.796325982	0.151865109	5.243640139	1.57E-07	1.16E-05
CLEC1A	ENSG00000150048	2515.575486	0.796714377	0.260086826	3.063263099	0.002189375	0.027913074
KIAA1324L	ENSG00000164659	4740.379914	0.796715748	0.243468363	3.272358425	0.001066543	0.015958229
CTHRC1	ENSG00000164932	1585.4314	0.797167117	0.228340686	3.49113043	0.000480981	0.008541945
SPC24	ENSG00000161888	589.473648	0.800082213	0.258762584	3.091954802	0.001988431	0.026031359
IPCEF1	ENSG00000074706	1769.064303	0.800159624	0.245167942	3.263720445	0.001099596	0.016389732
NA	ENSG00000250011	168.4995445	0.801296109	0.21222575	3.775678066	0.000159573	0.003506708
ARHGAP15	ENSG00000075884	4386.614486	0.80258629	0.254394086	3.154893658	0.001605566	0.022047466
CLEC2B	ENSG00000110852	5040.675572	0.803206891	0.183631919	4.374004778	1.22E-05	0.000427744
PRC1	ENSG00000198901	3418.513103	0.803517068	0.16760738	4.794043475	1.63E-06	8.34E-05
RTP4	ENSG00000136514	3272.75641	0.803837024	0.248050267	3.240621486	0.001192694	0.017420236
UNC5A	ENSG00000113763	169.9944752	0.806205836	0.276884021	2.911709511	0.003594568	0.040349438
CCNA2	ENSG00000145386	2773.309612	0.807905543	0.213633824	3.781730477	0.000155742	0.003440905
GRPEL2	ENSG00000164284	4412.627504	0.808762192	0.241597093	3.347565908	0.000815246	0.012986269
MPZ	ENSG00000158887	493.1038934	0.809779659	0.208811566	3.878040258	0.000105301	0.002528285
NR5A2	ENSG00000116833	1403.604313	0.812820605	0.196397907	4.138641892	3.49E-05	0.001027093
PRDM1	ENSG00000057657	3238.216644	0.814441242	0.285912478	2.84856837	0.004391642	0.046931763
SLC39A8	ENSG00000138821	17411.49801	0.815783909	0.255453295	3.193475778	0.001405711	0.019895584
MYCT1	ENSG00000120279	4349.394452	0.815859914	0.278446104	2.93004608	0.003389117	0.038778185
SLC22A18AS	ENSG00000254827	127.3216453	0.820773117	0.2517065	3.26083402	0.00111085	0.016496958
UBASH3B	ENSG00000154127	3227.642066	0.822230137	0.252878279	3.251485814	0.001148035	0.016922495
CD72	ENSG00000137101	2680.42959	0.822629573	0.220858856	3.724684572	0.00019556	0.004109321
EBF1	ENSG00000164330	2814.465149	0.823505914	0.288270147	2.856715911	0.004280488	0.046048834
FAM72B	ENSG00000188610	576.3418093	0.824446714	0.268258958	3.073324075	0.002116885	0.027254416
MARCHF1	ENSG00000145416	4260.643346	0.824783812	0.258900278	3.185720067	0.001443942	0.020277177
KIF20A	ENSG00000112984	1895.703514	0.82564648	0.178791439	4.617930721	3.88E-06	0.000171132
CARD8-AS1	ENSG00000268001	1395.003551	0.829202805	0.259797028	3.191733214	0.001414219	0.019986516
ARHGAP11A	ENSG00000198826	1983.744442	0.829530112	0.21436784	3.869657459	0.000108988	0.002596141
MTFR2	ENSG00000146410	453.2268075	0.831402585	0.287942007	2.887395945	0.003884451	0.042828635
CENPF	ENSG00000117724	2863.09239	0.835523547	0.230410111	3.626245155	0.000287572	0.00564324
DEPDC1	ENSG00000024526	682.7592311	0.836722642	0.241147305	3.469757386	0.000520929	0.009127508
PLSCR1	ENSG00000188313	18787.03736	0.83801037	0.237584375	3.527211626	0.000419961	0.007690735
ABCA1	ENSG00000165029	8588.912284	0.840095135	0.15654576	5.366450894	8.03E-08	6.55E-06
ESPL1	ENSG00000135476	1819.55094	0.840462632	0.224136716	3.749776689	0.000176992	0.003791108
LINC02367	ENSG00000260423	223.0098727	0.840589149	0.265599269	3.164877495	0.001551483	0.021504131
H2BS1	ENSG00000234289	164.8829719	0.841612425	0.278260299	3.024550853	0.002490026	0.030818087
OLFML2B	ENSG00000162745	11380.6044	0.842305057	0.240679039	3.499702596	0.000465778	0.008326635
ENPP2	ENSG00000136960	20484.84381	0.843022387	0.21432465	3.933389768	8.38E-05	0.002097348
CD300A	ENSG00000167851	3802.801363	0.843854706	0.258770989	3.261009696	0.001110162	0.016496958
UHRF1	ENSG00000276043	3702.771955	0.84507756	0.235992106	3.580956895	0.000342338	0.006513701
NA	ENSG00000264772	1894.541594	0.845411314	0.160478223	5.268074994	1.38E-07	1.04E-05
PDK1	ENSG00000152256	1252.371335	0.845481811	0.271094207	3.118774909	0.001816046	0.024305134
PLK1	ENSG00000166851	2836.636091	0.846592525	0.223140626	3.793986507	0.000148248	0.003308338
NA	ENSG00000260244	6366.077916	0.847939403	0.279208846	3.036936027	0.002389962	0.029901007
CDCA8	ENSG00000134690	1592.665039	0.851186828	0.243839379	3.490768518	0.000481633	0.008544558
LINC00528	ENSG00000269220	453.6287686	0.851933504	0.258552985	3.29500548	0.000984198	0.015003105
KIF23	ENSG00000137807	1745.027824	0.852860374	0.203905774	4.182620034	2.88E-05	0.000876935
BANK1	ENSG00000153064	2362.169023	0.858132764	0.255358478	3.360502349	0.000778009	0.012492504
TYMS	ENSG00000176890	4692.269489	0.858315524	0.185147805	4.635839595	3.55E-06	0.000159904
CENPI	ENSG00000102384	291.5000436	0.861235351	0.210645603	4.088551278	4.34E-05	0.001223666
MT1L	ENSG00000260549	193.2552965	0.861558812	0.286259764	3.009709781	0.002614974	0.031945737
NA	ENSG00000259661	1403.203735	0.862732236	0.203304979	4.243537166	2.20E-05	0.000699895
PARPBP	ENSG00000185480	689.1081629	0.863934861	0.200638336	4.305931152	1.66E-05	0.000551498
CLEC2D	ENSG00000069493	11847.78712	0.864710656	0.292514355	2.956130672	0.003115251	0.036308437
TK1	ENSG00000167900	3448.000434	0.865661332	0.126645731	6.835298169	8.18E-12	5.61E-09
NCAPH	ENSG00000121152	1628.064716	0.865800564	0.248040968	3.490554686	0.000482019	0.008544558
GPR18	ENSG00000125245	943.7594111	0.867313966	0.290548464	2.985092242	0.002834928	0.033821763
CTRL	ENSG00000141086	545.0015639	0.871754609	0.299526645	2.910440939	0.003609192	0.040491587
KIF4A	ENSG00000090889	1133.309101	0.873388934	0.199757716	4.372241294	1.23E-05	0.000430691
RAD51	ENSG00000051180	947.603632	0.874558247	0.253522741	3.449624458	0.000561367	0.009665449
PIF1	ENSG00000140451	873.5249175	0.876482064	0.280212169	3.127922916	0.001760463	0.023707048
ASF1B	ENSG00000105011	1867.33512	0.876782533	0.213944205	4.098183134	4.16E-05	0.001183365
IL7R	ENSG00000168685	15343.71387	0.878332557	0.233460343	3.762234501	0.000168402	0.003650632
ADA	ENSG00000196839	3823.315118	0.87887576	0.282883875	3.106842903	0.001890969	0.024994125
CRHBP	ENSG00000145708	166.6663756	0.880966291	0.307963977	2.860614735	0.004228205	0.045691281
NA	ENSG00000277694	72.3021963	0.883909465	0.274198795	3.22360813	0.001265865	0.018294036
IGF2BP3	ENSG00000136231	2537.704737	0.884295865	0.261913327	3.376291982	0.000734699	0.011909074
DNA2	ENSG00000138346	841.0591464	0.884631146	0.193851459	4.563448471	5.03E-06	0.000209944
SHISAL2A	ENSG00000182183	90.92802571	0.886100438	0.300326668	2.95045539	0.003173059	0.036833069
APOBEC3B	ENSG00000179750	864.7303093	0.886689367	0.175597808	5.049546908	4.43E-07	2.75E-05
DDX60	ENSG00000137628	10335.08558	0.887213334	0.231305353	3.835680079	0.000125217	0.002909408
LIPC	ENSG00000166035	166.2057332	0.888946625	0.308618871	2.88040269	0.003971675	0.043523635
ITGA1	ENSG00000213949	17386.10769	0.890859427	0.241250352	3.692676176	0.000221907	0.004563032
SLFN12L	ENSG00000205045	824.5931549	0.891104246	0.280063305	3.18179579	0.00146365	0.020498134
PI15	ENSG00000137558	6866.326221	0.892158106	0.200671106	4.445872263	8.75E-06	0.000333331
MMRN1	ENSG00000138722	4757.521795	0.8948125	0.194239791	4.606741479	4.09E-06	0.000178141
POLQ	ENSG00000051341	802.5100938	0.897601727	0.223937547	4.008268112	6.12E-05	0.001624388
BST2	ENSG00000130303	42181.91892	0.898980257	0.189248924	4.75025294	2.03E-06	9.91E-05
KLRD1	ENSG00000134539	2051.67829	0.899027874	0.308758234	2.911753518	0.003594061	0.040349438
ITGA4	ENSG00000115232	4696.87191	0.899946988	0.281156477	3.200875883	0.001370105	0.019458605
PIMREG	ENSG00000129195	563.9083518	0.900901287	0.240464662	3.746501787	0.000179318	0.00382044
IFI16	ENSG00000163565	34176.54714	0.9019257	0.203521112	4.431607561	9.35E-06	0.000348955
KBTBD8	ENSG00000163376	735.6118802	0.902244518	0.303321381	2.974549686	0.002934189	0.034718225
CCNE1	ENSG00000105173	577.1406569	0.902867531	0.200575155	4.501392654	6.75E-06	0.000269178
ADAMTS1	ENSG00000154734	6501.173749	0.904494788	0.229572389	3.939911028	8.15E-05	0.002052986
GMPR	ENSG00000137198	2718.020433	0.907127744	0.316141435	2.869373148	0.004112863	0.044674944
MYL4	ENSG00000198336	141.0758792	0.911707776	0.204293874	4.462726945	8.09E-06	0.000312281
VAT1L	ENSG00000171724	402.662971	0.913770489	0.311726482	2.931321335	0.003375235	0.03866544
NUSAP1	ENSG00000137804	4327.979237	0.914986074	0.226032226	4.048033731	5.16E-05	0.001404053
NOX4	ENSG00000086991	459.5667424	0.91550082	0.314832535	2.907897751	0.003638673	0.040774665
ABCC9	ENSG00000069431	3485.895532	0.916054741	0.243039288	3.769163199	0.000163796	0.003583095
IFITM3	ENSG00000142089	80501.38689	0.917550778	0.210377761	4.36144379	1.29E-05	0.000447069
FOXM1	ENSG00000111206	3426.379836	0.918507883	0.164325649	5.589558826	2.28E-08	2.46E-06
MELK	ENSG00000165304	1299.350613	0.91932641	0.232415684	3.955526561	7.64E-05	0.00194907
IFIT5	ENSG00000152778	7390.164306	0.920181754	0.244288553	3.766782116	0.000165365	0.003611937
SENCR	ENSG00000254703	310.1204874	0.92238861	0.32509605	2.837280274	0.004549965	0.048050036
IFI27	ENSG00000165949	59985.18925	0.924871495	0.267269105	3.460450458	0.000539272	0.009357791
NA	ENSG00000260316	85.98418777	0.926793637	0.324110483	2.859499107	0.004243106	0.04578356
ART4	ENSG00000111339	135.2314147	0.92738654	0.294734919	3.146510583	0.001652313	0.022543498
LYVE1	ENSG00000133800	2787.434439	0.928926195	0.157532704	5.896719685	3.71E-09	5.83E-07
CHN1	ENSG00000128656	11489.52656	0.930517172	0.240679829	3.866203388	0.000110543	0.0026235
KIF11	ENSG00000138160	2261.508782	0.932103214	0.230923316	4.036418801	5.43E-05	0.00146844
DTX1	ENSG00000135144	891.8504666	0.933110513	0.249471753	3.740345354	0.000183768	0.003901402
CEMIP2	ENSG00000135048	18476.829	0.93843429	0.260303199	3.605158493	0.000311962	0.006035468
TXK	ENSG00000074966	421.214764	0.938684683	0.249502188	3.762230269	0.000168405	0.003650632
NKG7	ENSG00000105374	7236.017539	0.940011719	0.285652647	3.290750949	0.000999203	0.015179454
NA	ENSG00000225963	745.8939586	0.941556903	0.271803075	3.464114245	0.000531981	0.009270373
EIF2AK2	ENSG00000055332	17030.05066	0.941944184	0.277273049	3.397171803	0.000680862	0.011206779
KIF2C	ENSG00000142945	2106.983925	0.944080013	0.217023623	4.350125574	1.36E-05	0.00046676
NA	ENSG00000235888	81.83795953	0.944145977	0.246757986	3.826202316	0.000130135	0.002981637
DHX58	ENSG00000108771	9565.43273	0.94544966	0.323459797	2.922927883	0.003467568	0.039362915
BRCA2	ENSG00000139618	1210.926465	0.945545273	0.199230489	4.745986805	2.07E-06	0.0001009
H2AC11	ENSG00000196787	146.8443922	0.946165568	0.315823454	2.995868601	0.002736643	0.033075536
CD1D	ENSG00000158473	766.8835105	0.946198281	0.323128852	2.928238301	0.003408887	0.038942472
EPSTI1	ENSG00000133106	20814.54163	0.949771891	0.215257192	4.412265545	1.02E-05	0.000374187
RUBCNL	ENSG00000102445	2176.280021	0.950952529	0.266400422	3.569635978	0.000357478	0.006739401
CENPE	ENSG00000138778	1074.688373	0.953126543	0.27074265	3.520415212	0.000430872	0.007847709
GTSE1	ENSG00000075218	1921.461755	0.953918759	0.225696661	4.226552382	2.37E-05	0.000746597
CDC25A	ENSG00000164045	711.7975228	0.955434514	0.19157629	4.987227354	6.13E-07	3.64E-05
NA	ENSG00000272941	401.6496369	0.959573324	0.260858228	3.67852427	0.000234587	0.004772651
NOSTRIN	ENSG00000163072	5686.095586	0.959990927	0.326629729	2.939080067	0.00329188	0.037921828
LINC01679	ENSG00000237989	280.8386784	0.960285069	0.271274051	3.539907578	0.000400267	0.007400701
TLR10	ENSG00000174123	1272.942239	0.9650825	0.283204328	3.407725111	0.000655069	0.010913259
DIAPH3	ENSG00000139734	519.3719483	0.965417133	0.217844973	4.431670473	9.35E-06	0.000348955
CCDC102B	ENSG00000150636	2920.51116	0.965973706	0.207553585	4.654093089	3.25E-06	0.00014917
CA2	ENSG00000104267	4564.409844	0.967558869	0.234645804	4.123486766	3.73E-05	0.001086259
CASP12	ENSG00000204403	154.2285215	0.968503782	0.204543894	4.734943502	2.19E-06	0.000105307
SLC16A1	ENSG00000155380	3386.534137	0.970943081	0.241272634	4.024256984	5.72E-05	0.001534881
KIFC1	ENSG00000237649	2795.615735	0.973038627	0.203219373	4.788119414	1.68E-06	8.50E-05
CDKN3	ENSG00000100526	791.729653	0.974684623	0.248733405	3.91859156	8.91E-05	0.002204718
TOP2A	ENSG00000131747	7885.760113	0.975501083	0.207518916	4.70078152	2.59E-06	0.00012211
IL24	ENSG00000162892	517.4966337	0.978851852	0.265124771	3.692042229	0.000222461	0.004571159
TRPV3	ENSG00000167723	117.6840699	0.983075026	0.239808523	4.09941655	4.14E-05	0.00117824
CRYBB1	ENSG00000100122	144.0747392	0.984561547	0.28578969	3.445056208	0.000570941	0.00981268
TTK	ENSG00000112742	846.3889105	0.989714661	0.194455244	5.089678432	3.59E-07	2.33E-05
C1QTNF1	ENSG00000173918	2082.829238	0.991536002	0.203074244	4.882628063	1.05E-06	5.73E-05
CENPA	ENSG00000115163	544.2546388	0.994745097	0.222655465	4.467642851	7.91E-06	0.000306424
MYMX	ENSG00000262179	81.62122892	0.996664846	0.333162467	2.991527995	0.002775851	0.033318557
TROAP	ENSG00000135451	1723.089197	0.998087562	0.195080889	5.116275452	3.12E-07	2.10E-05
NEIL3	ENSG00000109674	344.3292064	0.999295776	0.284861301	3.508008189	0.000451475	0.008123167
ORC1	ENSG00000085840	646.5387362	0.999543636	0.319483398	3.128624652	0.001756265	0.023681197
XAF1	ENSG00000132530	39740.28493	1.000530748	0.252252306	3.966388915	7.30E-05	0.001878939
ESCO2	ENSG00000171320	474.5618682	1.001517282	0.20843373	4.80496742	1.55E-06	7.99E-05
CIP2A	ENSG00000163507	845.3381854	1.001893157	0.261590361	3.830007926	0.000128139	0.00295115
NA	ENSG00000260997	945.2915141	1.002722	0.332097411	3.019361089	0.002533084	0.03119009
KIF15	ENSG00000163808	867.0452097	1.003556047	0.242975503	4.130276655	3.62E-05	0.001058951
GPX3	ENSG00000211445	20485.09464	1.005736834	0.258631638	3.888684473	0.000100789	0.002434157
PIK3AP1	ENSG00000155629	7546.446982	1.006099895	0.335993858	2.994399665	0.002749855	0.033108666
KLRF1	ENSG00000150045	402.2127474	1.006609307	0.341269876	2.949599066	0.003181865	0.03687002
LOC283710	ENSG00000259772	165.946701	1.008254349	0.296110534	3.40499318	0.000661657	0.010958159
OIP5	ENSG00000104147	342.2544328	1.008711587	0.211479424	4.769785965	1.84E-06	9.22E-05
LINC00922	ENSG00000261742	36.92778777	1.010393213	0.350531884	2.882457372	0.003945865	0.043381621
FAM177B	ENSG00000197520	61.87519457	1.011269776	0.318865999	3.171456908	0.001516764	0.021124622
POU2AF1	ENSG00000110777	2709.374082	1.011384852	0.341185166	2.964328331	0.003033444	0.035599999
RYR2	ENSG00000198626	1514.988135	1.011502179	0.322378831	3.137619721	0.001703257	0.023096261
MIR4435-2HG	ENSG00000172965	2625.42941	1.012521754	0.335370036	3.019118129	0.002535117	0.031201769
RXRG	ENSG00000143171	569.6145845	1.014856036	0.335687712	3.023214729	0.002501047	0.03091212
CYTOR	ENSG00000222041	1623.962225	1.015313364	0.325899825	3.115415493	0.00183686	0.024447304
NA	ENSG00000255641	295.4777798	1.015330208	0.3389802	2.995249303	0.002742206	0.033085763
CDCA5	ENSG00000146670	2179.033612	1.016163945	0.172116268	5.903938986	3.55E-09	5.65E-07
KLRC3	ENSG00000205810	118.8857616	1.018610118	0.254280317	4.005855155	6.18E-05	0.00163804
EAF2	ENSG00000145088	669.1831835	1.019997212	0.236288388	4.316747094	1.58E-05	0.000530052
SFTPA1	ENSG00000122852	631372.2593	1.022797513	0.300351809	3.405331625	0.000660838	0.010958159
IFI35	ENSG00000068079	12137.76861	1.029118242	0.239847203	4.290724391	1.78E-05	0.000585261
CEP55	ENSG00000138180	1861.832498	1.030049056	0.27488515	3.747197903	0.000178821	0.003814899
LOXL2	ENSG00000134013	9529.413505	1.031572923	0.327031416	3.154354204	0.001608537	0.022071769
CDC6	ENSG00000094804	1065.273637	1.033466515	0.192717777	5.362590483	8.20E-08	6.67E-06
CDCA2	ENSG00000184661	587.9574586	1.034208318	0.262181976	3.944620202	7.99E-05	0.002018356
BUB1B	ENSG00000156970	1417.522906	1.037368853	0.224755625	4.615541216	3.92E-06	0.00017232
CKAP2L	ENSG00000169607	877.5460035	1.037629762	0.203008525	5.111262012	3.20E-07	2.15E-05
SP140	ENSG00000079263	2949.25929	1.040674064	0.343430419	3.030232635	0.002443654	0.030480035
HMMR	ENSG00000072571	1310.24719	1.041419519	0.260758114	3.993814436	6.50E-05	0.001712043
TPX2	ENSG00000088325	4417.253883	1.044421838	0.22853119	4.570150078	4.87E-06	0.000205125
KNL1	ENSG00000137812	1093.632708	1.04449404	0.235697443	4.43150348	9.36E-06	0.000348955
FAM111B	ENSG00000189057	1308.070684	1.045292517	0.222504036	4.697858681	2.63E-06	0.000123668
PCLAF	ENSG00000166803	1531.117062	1.045638354	0.211212167	4.950653975	7.40E-07	4.29E-05
NA	ENSG00000280003	59.17868539	1.048079333	0.359710964	2.913670802	0.003572064	0.040200379
TMEM156	ENSG00000121895	790.2335265	1.049164593	0.284739081	3.684652598	0.000229015	0.004682442
E2F2	ENSG00000007968	2178.968565	1.050564207	0.319501486	3.288135593	0.001008533	0.015281284
SAMD9L	ENSG00000177409	21129.82813	1.050599017	0.27149274	3.869713122	0.000108963	0.002596141
SGO1	ENSG00000129810	538.9481317	1.051735851	0.239745876	4.386877764	1.15E-05	0.000408043
NA	ENSG00000222017	70.21587084	1.054845077	0.286403835	3.683068971	0.000230443	0.004701621
CDC45	ENSG00000093009	933.7459346	1.057706522	0.240401078	4.399757814	1.08E-05	0.000391283
LOC101928228	ENSG00000236120	144.8933702	1.057717382	0.281079792	3.763050251	0.000167853	0.003646917
PRF1	ENSG00000180644	11581.15751	1.061629531	0.372634061	2.848986828	0.00438587	0.046919515
CCR1	ENSG00000163823	6914.076301	1.063041871	0.327976458	3.241213944	0.001190218	0.017419421
DTL	ENSG00000143476	2611.276626	1.063064968	0.359385945	2.958003732	0.003096384	0.036117786
ENPEP	ENSG00000138792	3806.301384	1.065418525	0.330949202	3.219281145	0.001285124	0.018507331
CCNB2	ENSG00000157456	1713.259629	1.067029291	0.233711065	4.565591664	4.98E-06	0.000208718
MKI67	ENSG00000148773	7836.587453	1.067375694	0.261986269	4.074166548	4.62E-05	0.001283158
CLECL1	ENSG00000184293	272.6109591	1.06747865	0.23265764	4.588195117	4.47E-06	0.000190681
UBE2C	ENSG00000175063	1732.276861	1.067710799	0.230722062	4.627692686	3.70E-06	0.000165291
AIM2	ENSG00000163568	931.4086521	1.068931501	0.370845402	2.882418104	0.003946357	0.043381621
SKA1	ENSG00000154839	541.0555163	1.070036247	0.223884233	4.779417619	1.76E-06	8.83E-05
RAD51AP1	ENSG00000111247	1146.917999	1.071811185	0.194956958	5.497681105	3.85E-08	3.63E-06
ADH4	ENSG00000198099	64.17540442	1.0742968	0.334292354	3.213644541	0.001310618	0.018836782
NUF2	ENSG00000143228	1031.668308	1.075877106	0.238478567	4.511420536	6.44E-06	0.000259273
RASGRF1	ENSG00000058335	4137.247966	1.075906337	0.300794315	3.576883875	0.000347715	0.006598554
SLC2A5	ENSG00000142583	560.5551966	1.076077721	0.311238516	3.457405386	0.000545404	0.009435747
SPC25	ENSG00000152253	520.7622092	1.0774471	0.243459284	4.425574094	9.62E-06	0.000355657
MND1	ENSG00000121211	292.3929849	1.077496558	0.226290196	4.761569782	1.92E-06	9.49E-05
APOBEC3H	ENSG00000100298	616.9919668	1.078301019	0.258996389	4.16338244	3.14E-05	0.000940311
FCMR	ENSG00000162894	4106.802368	1.078936767	0.223652212	4.824172134	1.41E-06	7.42E-05
LRRK2	ENSG00000188906	17771.69755	1.080128219	0.321371558	3.360995066	0.000776622	0.012483193
ABCG2	ENSG00000118777	2503.456389	1.081182498	0.330304953	3.273285754	0.001063049	0.015922512
KIF14	ENSG00000118193	730.8465193	1.082984036	0.238904036	4.533134106	5.81E-06	0.000237307
H3C10	ENSG00000278828	158.4070996	1.085023843	0.233372983	4.649312142	3.33E-06	0.000151944
LY6E	ENSG00000160932	60544.991	1.088596736	0.366741988	2.968290439	0.002994612	0.035230444
NA	ENSG00000277511	406.3971569	1.089359754	0.245431552	4.438548127	9.06E-06	0.000341265
XPNPEP2	ENSG00000122121	571.7273021	1.090883933	0.216789019	5.032007331	4.85E-07	2.99E-05
CASP5	ENSG00000137757	202.7475352	1.090953302	0.360122009	3.029399131	0.002450407	0.030518601
CNR2	ENSG00000188822	440.4327153	1.09267172	0.307908824	3.548685959	0.000387159	0.007181391
BIRC5	ENSG00000089685	2589.151637	1.094702016	0.218561999	5.008656671	5.48E-07	3.29E-05
NA	ENSG00000177590	21.2765348	1.095706081	0.385383406	2.843158435	0.004466886	0.047451185
MYLK2	ENSG00000101306	36.5770297	1.100867206	0.387993347	2.837335268	0.004549181	0.048050036
KCNJ8	ENSG00000121361	4304.677127	1.108275327	0.280377034	3.952803519	7.72E-05	0.00196432
PDK4	ENSG00000004799	8536.039245	1.121088166	0.139156836	8.056292426	7.86E-16	2.83E-12
TDGF1	ENSG00000241186	29.78289408	1.122023264	0.377376914	2.973216494	0.002946965	0.034840752
DEPDC1B	ENSG00000035499	621.6792963	1.122698256	0.274535209	4.08945089	4.32E-05	0.001221571
ASPM	ENSG00000066279	1830.80832	1.128095036	0.266331543	4.235679425	2.28E-05	0.000719263
AURKB	ENSG00000178999	1641.287405	1.131149928	0.222582667	5.081931764	3.74E-07	2.40E-05
HJURP	ENSG00000123485	1639.587124	1.131237195	0.209659203	5.395599984	6.83E-08	5.78E-06
LINC02716	ENSG00000205106	23.20650972	1.131476668	0.373554434	3.028947226	0.002454075	0.03053065
CLSPN	ENSG00000092853	822.4456321	1.132256788	0.26249338	4.313467976	1.61E-05	0.000536731
EGFL6	ENSG00000198759	16861.36279	1.133739872	0.246679628	4.596001222	4.31E-06	0.000184774
IFIH1	ENSG00000115267	12455.01776	1.135566067	0.286585492	3.962399003	7.42E-05	0.001905904
GPR3	ENSG00000181773	110.274047	1.135759319	0.342044312	3.32050345	0.000898552	0.013959811
NA	ENSG00000205056	122.8548071	1.136253641	0.316362167	3.591623023	0.000328625	0.006290197
ERMN	ENSG00000136541	395.9192264	1.137563496	0.336258841	3.382999517	0.000716988	0.011681176
TSHR	ENSG00000165409	87.72931045	1.139253847	0.350776455	3.247805915	0.001162986	0.017072939
